student_id,name,branch,current_semester,section,avg_score,attendance_rate,marks_std_dev,total_absences,subject_count,consistency_score,improvement_rate
ECE20203145,Bishakha Rai,ECE,7,C,27.95,58.69,15.47,37,6,84.53,-4.19
MECH20203146,Manya Ramaswamy,MECH,7,A,30.55,47.27,16.88,47,5,83.12,2.12
MECH20203147,Charvi Lala,MECH,8,B,62.97,63.47,5.84,32,5,94.16,1.22
CSE20203148,Keya Mittal,CSE,7,B,70.01,80.3,5.82,17,5,94.18,2.16
CSE20223149,Wriddhish Chandran,CSE,4,A,54.05,88.39,12.16,10,5,87.84,3.72
MECH20223150,Omisha Dugar,MECH,3,A,24.85,45.55,7.99,49,6,92.01,-4.67
MECH20233151,Ekapad Gola,MECH,1,B,74.38,72.48,11.21,24,6,88.79,3.32
CSE20203152,Dakshesh Dugal,CSE,8,B,56.35,78.78,13.76,19,5,86.24,-1.46
IT20203153,Krishna Prabhu,IT,7,B,51.66,62.46,10.73,33,6,89.27,0.4
CIVIL20213154,Vedant Sant,CIVIL,6,B,49.51,45.7,6.43,48,5,93.57,1.65
IT20203155,William Gokhale,IT,8,C,71.95,79.58,11.76,18,5,88.24,-3.72
CSE20223156,Shaurya Ahuja,CSE,4,B,68.33,70.75,9.04,26,5,90.96,3.27
IT20233157,Nirja Chopra,IT,1,B,56.36,61.48,12.89,34,5,87.11,3.74
IT20213158,Daksha Rattan,IT,6,B,53.04,77.74,8.11,20,5,91.89,-3.3
CIVIL20213159,Jai Puri,CIVIL,5,A,58.06,77.27,6.54,20,6,93.46,4.7
ECE20213160,Kritika Atwal,ECE,6,A,26.2,53.93,6.82,41,6,93.18,-3.89
MECH20213161,Yauvani Chaudhry,MECH,5,A,60.77,89.21,13.29,9,6,86.71,-1.99
MECH20203162,Raagini Ranganathan,MECH,7,B,38.22,40.3,5.36,53,6,94.64,-2.91
IT20203163,Kamala Patla,IT,7,B,42.77,40.78,11.5,53,6,88.5,-0.64
MECH20213164,Ekantika Sant,MECH,6,B,56.58,84.26,6.69,14,6,93.31,1.36
ECE20203165,Agastya Karpe,ECE,8,B,76.66,96.66,5.16,3,6,94.84,-1.91
CIVIL20233166,Nisha Badal,CIVIL,2,B,56.07,80.68,11.39,17,5,88.61,-4.44
ECE20233167,Harini Pai,ECE,1,A,56.77,84.42,6.94,14,6,93.06,-2.31
CSE20233168,Jeremiah Kar,CSE,1,B,68.88,86.3,11.45,12,5,88.55,4.42
CSE20233169,Devika Koshy,CSE,2,B,20.18,45.23,7.65,49,5,92.35,-3.66
ECE20223170,Hritik Saxena,ECE,3,A,66.77,74.03,6.16,23,5,93.84,0.77
IT20213171,Hamsini Puri,IT,5,A,70.86,86.13,12.43,12,6,87.57,4.4
IT20203172,Wridesh Ganesh,IT,7,B,61.73,72.31,14.79,24,5,85.21,3.92
IT20223173,Girik Kapur,IT,3,A,27.99,31.0,12.18,62,5,87.82,-4.17
ECE20233174,Amrita Kade,ECE,2,A,78.21,90.33,5.61,8,6,94.39,-3.52
IT20203175,Michael Srinivas,IT,8,C,26.02,40.89,16.75,53,6,83.25,-1.02
MECH20203176,Tanmayi Balasubramanian,MECH,8,B,65.0,62.09,14.34,34,5,85.66,0.48
CSE20203177,Ranbir Mangat,CSE,7,A,93.84,87.93,7.81,10,6,92.19,3.29
CIVIL20203178,Tanay Bath,CIVIL,7,C,86.65,98.78,3.69,1,6,96.31,-4.05
ECE20233179,Viraj Sampath,ECE,1,C,60.11,85.3,6.34,13,5,93.66,-0.73
IT20213180,Joshua Balan,IT,6,C,73.69,65.11,12.76,31,5,87.24,2.21
CIVIL20203181,Bimala Raju,CIVIL,7,B,60.01,63.15,14.52,33,5,85.48,1.64
CIVIL20203182,Aarna Dutt,CIVIL,8,C,87.51,81.42,12.9,16,5,87.1,1.28
ECE20233183,Nitara Pradhan,ECE,2,C,72.43,65.39,14.81,31,5,85.19,-2.84
MECH20233184,Jason Mandal,MECH,1,B,85.46,91.41,6.31,7,5,93.69,-0.52
CSE20203185,Aarnav Tripathi,CSE,7,C,74.17,61.92,6.84,34,6,93.16,-3.79
IT20223186,Yashoda Choudhary,IT,3,A,67.9,67.44,14.2,29,5,85.8,-1.72
IT20203187,Om Chhabra,IT,7,A,57.47,88.22,16.98,10,5,83.02,-4.21
CSE20233188,Qabil Mandal,CSE,1,C,74.61,68.98,9.13,27,5,90.87,-0.66
MECH20203189,Ansh Hans,MECH,8,C,54.43,69.37,6.35,27,6,93.65,-0.09
MECH20213190,Victor Modi,MECH,6,B,93.42,95.85,7.85,3,6,92.15,4.28
IT20223191,Qadim Bhatnagar,IT,4,B,63.35,87.7,12.78,11,6,87.22,1.09
MECH20223192,Gaurang Manne,MECH,3,A,48.94,72.08,13.89,25,5,86.11,0.67
ECE20233193,Vrinda Gandhi,ECE,1,B,83.65,91.87,7.06,7,5,92.94,4.04
ECE20233194,Chandani Balay,ECE,2,B,61.89,84.75,14.29,13,5,85.71,0.62
ECE20213195,Upkaar Sahota,ECE,6,B,66.59,86.08,7.41,12,5,92.59,-4.98
CIVIL20213196,Chatura Oommen,CIVIL,6,C,47.01,34.53,7.09,58,5,92.91,-4.48
MECH20203197,Udyati Patil,MECH,8,B,61.76,75.34,9.06,22,6,90.94,0.56
CSE20223198,Abdul Savant,CSE,3,A,70.88,65.91,13.01,30,6,86.99,4.96
CIVIL20203199,Ranbir Nori,CIVIL,7,C,58.15,80.78,13.28,17,5,86.72,-2.33
MECH20223200,Watika Bahl,MECH,3,C,95.09,94.7,5.3,4,6,94.7,4.74
CIVIL20213201,Ishani Sama,CIVIL,6,C,58.38,74.41,13.19,23,5,86.81,1.04
IT20223202,Tanish Mangat,IT,4,A,54.75,79.31,6.26,18,5,93.74,-2.4
ECE20233203,Chakrika Ghose,ECE,2,B,73.51,64.36,10.59,32,6,89.41,0.11
CSE20213204,Siya Mishra,CSE,6,C,40.55,61.78,6.38,34,5,93.62,-0.59
CIVIL20233205,Idika Sachdeva,CIVIL,2,A,55.05,73.87,13.36,23,6,86.64,-2.72
CIVIL20223206,Keya Balakrishnan,CIVIL,4,C,90.34,94.26,6.52,5,6,93.48,2.92
ECE20203207,Upkaar Chand,ECE,7,B,26.62,38.42,8.66,55,5,91.34,-1.37
CSE20213208,Hemang Agarwal,CSE,5,B,51.84,70.38,6.34,26,5,93.66,3.74
CIVIL20203209,Harsh Bedi,CIVIL,8,B,20.42,34.66,12.16,58,6,87.84,1.03
ECE20203210,Warjas Guha,ECE,7,C,86.84,93.05,3.03,6,6,96.97,4.2
ECE20203211,Varenya Hayre,ECE,7,A,55.47,77.33,9.22,20,6,90.78,1.31
ECE20203212,Frederick Rau,ECE,7,A,30.82,32.81,6.97,60,6,93.03,1.44
ECE20203213,Manbir Bala,ECE,8,B,38.66,64.25,17.75,32,6,82.25,2.59
CIVIL20203214,Abhimanyu Palla,CIVIL,7,A,30.25,60.46,12.98,35,6,87.02,-0.2
IT20213215,Nachiket Saini,IT,5,C,86.47,99.4,5.77,0,5,94.23,-1.55
MECH20203216,Faris Brahmbhatt,MECH,8,B,91.65,86.82,3.37,11,5,96.63,-4.14
IT20203217,Oni Brahmbhatt,IT,8,B,55.06,70.7,9.52,26,5,90.48,0.93
MECH20213218,Vrishti Balay,MECH,5,C,27.08,61.29,5.6,34,5,94.4,2.29
MECH20233219,Chaitaly Luthra,MECH,1,B,51.36,69.76,9.23,27,5,90.77,-4.66
MECH20233220,Wakeeta Karpe,MECH,2,A,78.8,94.87,4.92,4,5,95.08,-0.33
IT20213221,Sachi Vasa,IT,5,C,39.35,59.12,16.16,36,6,83.84,-0.11
CSE20213222,Eiravati Gola,CSE,6,A,69.38,69.82,12.56,27,5,87.44,2.96
IT20223223,Rajata Oak,IT,3,A,63.85,87.17,14.68,11,6,85.32,0.93
CIVIL20223224,Yashasvi Tripathi,CIVIL,3,A,54.88,85.27,9.73,13,5,90.27,4.04
MECH20213225,Warhi Rai,MECH,6,A,31.34,50.19,7.98,44,6,92.02,3.34
ECE20233226,Wazir Dixit,ECE,2,B,71.99,60.1,5.26,35,5,94.74,-3.29
CSE20203227,Idika Sharaf,CSE,8,C,23.24,97.99,15.34,1,6,84.66,0.11
MECH20213228,Vedant D’Alia,MECH,5,B,30.31,31.29,6.03,61,6,93.97,1.38
MECH20233229,Yug Gara,MECH,1,C,60.72,77.96,14.12,19,5,85.88,-0.85
IT20223230,Vrinda Tripathi,IT,3,C,64.33,71.17,7.82,25,5,92.18,-3.01
MECH20223231,Anita Varughese,MECH,4,B,54.84,88.62,12.8,10,6,87.2,1.17
CSE20203232,Lajita Shan,CSE,8,C,63.33,79.67,6.55,18,5,93.45,-1.35
MECH20233233,Falguni Dave,MECH,1,C,21.25,31.95,7.97,61,5,92.03,4.45
ECE20213234,Saanvi Soni,ECE,6,A,34.3,51.14,8.52,43,5,91.48,0.06
MECH20203235,Qushi Nazareth,MECH,7,B,51.71,66.96,12.25,29,5,87.75,-4.1
ECE20233236,Gaurang Bhalla,ECE,2,A,53.89,89.7,6.69,9,5,93.31,4.89
MECH20233237,Vivaan Pall,MECH,1,B,55.19,77.29,13.41,20,6,86.59,-3.44
MECH20223238,Charles Kibe,MECH,4,B,35.86,34.43,9.34,59,5,90.66,-0.98
CSE20233239,Joshua Nath,CSE,1,A,52.57,86.06,5.51,12,6,94.49,2.52
IT20213240,Balveer Srinivas,IT,5,C,28.29,46.14,8.63,48,6,91.37,1.7
CSE20213241,Chandran Suri,CSE,5,B,67.69,82.98,9.76,15,6,90.24,-0.62
ECE20213242,Jagdish Bhandari,ECE,6,B,63.05,61.5,6.42,34,6,93.58,-4.34
CSE20203243,Madhav Sundaram,CSE,7,B,91.85,96.12,4.84,3,6,95.16,3.63
ECE20233244,Jagat Shanker,ECE,1,A,21.51,37.48,11.06,56,5,88.94,-3.39
ECE20233245,Bimala Sidhu,ECE,2,C,38.97,51.88,13.21,43,5,86.79,-0.52
CSE20223246,Aarnav Mutti,CSE,4,C,52.04,85.37,7.83,13,6,92.17,4.08
ECE20233247,Ria Virk,ECE,1,C,71.17,88.1,10.44,10,6,89.56,2.48
ECE20233248,Udarsh Wali,ECE,2,C,68.97,65.3,8.56,31,5,91.44,-0.63
CIVIL20233249,Dalbir Sem,CIVIL,1,C,32.66,33.84,13.52,59,6,86.48,1.78
IT20223250,Aarav Sarna,IT,3,A,67.57,63.83,9.95,32,5,90.05,0.23
CIVIL20223251,Siddharth Rau,CIVIL,4,B,87.36,93.13,7.82,6,5,92.18,2.84
MECH20213252,Patrick Walla,MECH,6,B,62.32,64.97,9.18,31,5,90.82,-0.8
ECE20223253,Meghana Mannan,ECE,4,A,50.89,76.52,14.9,21,5,85.1,1.53
ECE20223254,Nicholas Ram,ECE,3,A,40.14,53.92,10.3,41,5,89.7,3.86
MECH20233255,Daniel Pai,MECH,2,C,68.32,86.17,5.76,12,6,94.24,3.6
ECE20223256,Vansha Chakrabarti,ECE,3,A,35.2,44.42,18.24,50,6,81.76,-2.05
CIVIL20203257,Lajita Gara,CIVIL,8,C,63.46,68.79,11.6,28,6,88.4,1.97
CSE20223258,Onkar Vasa,CSE,4,C,51.34,82.53,14.72,15,6,85.28,2.4
MECH20233259,Advaith Patla,MECH,1,B,28.55,58.98,17.71,36,5,82.29,-1.9
CIVIL20233260,Vihaan Amble,CIVIL,2,A,22.26,51.47,8.57,43,6,91.43,-3.16
CIVIL20213261,Gautami Vora,CIVIL,6,B,36.99,52.74,6.81,42,6,93.19,-0.73
MECH20203262,Gayathri Mand,MECH,8,C,55.14,66.17,11.1,30,5,88.9,-3.55
CIVIL20233263,Darika Doctor,CIVIL,1,B,60.08,67.04,14.77,29,5,85.23,-4.58
CIVIL20233264,Yashasvi Devan,CIVIL,2,B,87.3,95.08,13.13,4,6,86.87,-3.02
IT20223265,Rachana Puri,IT,3,A,61.01,89.42,5.47,9,5,94.53,-3.38
MECH20203266,Sai Pathak,MECH,7,A,61.71,80.31,11.79,17,6,88.21,0.87
IT20223267,Ikshita Raju,IT,3,B,75.08,87.27,6.79,11,6,93.21,1.16
IT20233268,Chanakya Bhatt,IT,1,B,96.21,89.35,7.96,9,5,92.04,1.22
CIVIL20233269,Vivaan Pillay,CIVIL,2,A,70.55,88.33,10.67,10,5,89.33,2.93
IT20213270,Rajata Bhatti,IT,6,C,91.5,86.09,4.78,12,5,95.22,-4.89
CSE20203271,Rajeshri Narang,CSE,7,C,58.74,88.15,12.49,10,6,87.51,0.66
CIVIL20223272,Jackson Sankar,CIVIL,3,B,63.09,65.25,6.26,31,5,93.74,-0.83
CIVIL20223273,Prisha Desai,CIVIL,4,B,74.46,79.24,14.86,18,5,85.14,3.72
CSE20213274,Falak Bail,CSE,5,B,50.76,81.26,6.98,16,5,93.02,-1.22
ECE20223275,Mitali Biswas,ECE,4,B,66.97,86.43,8.14,12,5,91.86,0.93
CSE20233276,Chakradhar Om,CSE,1,A,51.26,80.65,11.37,17,6,88.63,0.1
MECH20203277,Jagdish Chaudhry,MECH,7,A,90.24,98.87,2.77,1,5,97.23,-4.05
ECE20223278,Yashica Shan,ECE,4,A,84.59,94.32,7.52,5,5,92.48,-4.15
IT20223279,Irya Rana,IT,3,B,60.07,65.07,5.72,31,5,94.28,-3.79
MECH20223280,Xavier Barad,MECH,3,B,68.39,70.26,9.75,26,6,90.25,3.43
ECE20233281,Yashoda Saxena,ECE,2,C,74.6,80.84,7.61,17,5,92.39,-1.41
CSE20223282,Frado Prasad,CSE,3,C,68.01,51.01,11.66,44,5,88.34,-0.72
ECE20233283,Nakul Solanki,ECE,1,C,68.44,60.41,14.22,35,5,85.78,-2.78
CIVIL20203284,Nilima Narasimhan,CIVIL,7,C,36.88,37.42,21.64,56,6,78.36,3.66
MECH20223285,Charan Bakshi,MECH,3,A,74.02,79.51,7.93,18,5,92.07,-3.32
CIVIL20233286,Divya Zachariah,CIVIL,2,B,72.02,73.57,10.73,23,5,89.27,-1.16
IT20213287,Aachal Kurian,IT,6,C,79.03,96.81,5.0,2,5,95.0,-1.6
MECH20223288,Xiti Borde,MECH,3,A,65.61,78.77,13.37,19,6,86.63,2.61
IT20203289,Damyanti Om,IT,8,A,66.55,73.38,9.61,23,6,90.39,-2.52
ECE20233290,Vyanjana Chawla,ECE,2,C,31.23,63.46,16.93,32,6,83.07,-4.48
MECH20203291,Zansi Dubey,MECH,7,B,72.02,73.45,5.77,23,5,94.23,4.57
CIVIL20213292,Janaki Ramachandran,CIVIL,5,C,32.67,39.26,13.25,54,6,86.75,-3.36
CIVIL20213293,Anthony Jain,CIVIL,5,A,65.26,74.47,9.73,22,6,90.27,-0.68
IT20233294,Aradhana Dugal,IT,1,B,75.02,93.34,5.47,5,5,94.53,1.52
ECE20233295,Jeremiah Morar,ECE,1,A,89.52,91.71,5.35,7,6,94.65,4.34
IT20233296,Devika Sankaran,IT,2,C,92.65,96.79,3.94,2,5,96.06,3.45
ECE20223297,Fiyaz Baria,ECE,4,B,52.04,46.61,15.91,48,6,84.09,4.71
MECH20233298,Jeet Mander,MECH,1,A,96.75,90.02,7.59,8,6,92.41,-0.29
IT20223299,Libni Hari,IT,4,C,40.35,60.89,7.25,35,6,92.75,3.84
MECH20223300,Udyati Subramanian,MECH,4,C,78.45,88.47,6.03,10,6,93.97,3.96
IT20203301,Ati Patla,IT,7,B,74.19,63.69,14.68,32,6,85.32,3.22
ECE20223302,Kamala Sahota,ECE,4,C,68.03,86.86,9.85,11,6,90.15,4.88
ECE20213303,Champak Nazareth,ECE,5,B,73.25,65.66,14.35,30,6,85.65,1.35
CIVIL20233304,Ojasvi Sahni,CIVIL,1,B,38.55,63.33,12.46,33,6,87.54,4.66
CSE20213305,Abdul Sundaram,CSE,6,C,49.4,53.16,19.1,42,5,80.9,3.41
IT20213306,Chaman Narasimhan,IT,5,A,76.77,92.58,6.53,6,5,93.47,-0.68
IT20223307,Nicholas Shetty,IT,3,A,67.2,82.96,12.72,15,6,87.28,3.44
CIVIL20233308,Eiravati Mital,CIVIL,2,C,34.16,37.71,18.91,56,6,81.09,-1.38
IT20203309,Advaith Keer,IT,7,B,63.61,64.4,8.61,32,5,91.39,-1.37
CSE20223310,Bachittar Bhat,CSE,3,B,80.6,90.1,7.14,8,5,92.86,-3.04
CIVIL20233311,Thomas Dube,CIVIL,2,C,88.83,86.52,2.39,12,6,97.61,-2.11
IT20233312,Qushi Dhillon,IT,1,B,68.1,66.44,7.23,30,6,92.77,2.44
CIVIL20203313,Ganga Chander,CIVIL,7,A,74.58,88.0,9.45,10,5,90.55,-3.54
CSE20213314,Vinaya Behl,CSE,6,B,58.96,76.08,8.47,21,6,91.53,2.75
ECE20223315,Charvi Kota,ECE,3,B,23.93,41.47,16.03,52,6,83.97,-4.24
ECE20233316,Banjeet Sahota,ECE,2,A,82.5,88.57,23.75,10,5,76.25,-4.83
CIVIL20213317,Netra Majumdar,CIVIL,5,C,83.93,89.34,5.82,9,5,94.18,-4.43
CIVIL20203318,Daniel Sampath,CIVIL,7,A,64.95,74.12,13.65,23,5,86.35,-3.5
CIVIL20213319,Aditya Menon,CIVIL,5,B,41.0,40.15,16.44,53,6,83.56,-0.38
ECE20213320,Hardik Kar,ECE,5,C,52.16,60.39,6.89,35,5,93.11,-3.68
MECH20233321,Isaac Aggarwal,MECH,2,B,53.74,65.6,7.32,30,5,92.68,0.83
CSE20213322,Warhi Vohra,CSE,5,C,51.8,60.33,13.35,35,5,86.65,4.39
CSE20223323,Sudiksha Suresh,CSE,3,B,27.23,59.93,19.13,36,6,80.87,-0.15
CIVIL20223324,Gagan Salvi,CIVIL,3,C,60.22,74.4,14.64,23,5,85.36,-1.48
CIVIL20223325,Reyansh Pall,CIVIL,4,C,97.77,86.52,4.02,12,6,95.98,2.53
MECH20233326,Yatin Som,MECH,1,A,73.88,85.72,9.95,12,5,90.05,-2.38
IT20223327,Sanaya Tailor,IT,3,C,76.93,92.32,2.7,6,5,97.3,0.79
MECH20233328,Waida Kar,MECH,1,B,33.02,43.81,19.92,50,5,80.08,0.94
CSE20233329,Yatin Agrawal,CSE,2,C,71.39,79.64,8.78,18,5,91.22,3.14
MECH20203330,Yashawini Butala,MECH,8,A,30.84,55.48,3.03,40,6,96.97,3.57
CSE20233331,Krishna Chakraborty,CSE,1,C,27.48,31.72,15.23,61,5,84.77,1.26
CIVIL20233332,Dhruv Narayan,CIVIL,2,A,69.54,85.37,10.5,13,5,89.5,3.05
ECE20223333,Arjun Bhakta,ECE,3,A,67.73,69.82,14.55,27,5,85.45,-0.3
ECE20223334,Ekiya Tak,ECE,3,B,57.67,61.68,8.52,34,6,91.48,-2.47
ECE20223335,Devika Boase,ECE,3,B,79.93,88.83,7.0,10,6,93.0,3.63
IT20223336,Charvi Karnik,IT,3,A,29.93,79.63,17.24,18,6,82.76,1.74
ECE20223337,Chakradhar Mani,ECE,4,B,28.75,33.17,19.35,60,6,80.65,-0.33
CSE20223338,Forum Sawhney,CSE,3,B,22.64,46.39,6.68,48,5,93.32,-0.54
MECH20233339,Ayaan Nagar,MECH,2,A,60.48,67.3,7.95,29,5,92.05,2.24
CSE20223340,Leena Narang,CSE,4,B,57.59,67.94,13.29,28,5,86.71,1.28
IT20213341,Raghav Nath,IT,5,C,30.45,30.5,6.61,62,6,93.39,-4.97
IT20223342,Yashasvi Ramakrishnan,IT,3,C,76.21,88.81,3.2,10,5,96.8,0.76
ECE20213343,Quincy Gara,ECE,5,A,62.53,86.37,12.44,12,5,87.56,3.22
IT20233344,Dalbir Tak,IT,2,C,52.14,64.0,5.03,32,5,94.97,-0.43
ECE20223345,Vihaan Rai,ECE,3,B,49.96,32.59,17.35,60,5,82.65,-0.29
IT20223346,Harinakshi Subramaniam,IT,3,C,22.85,61.56,5.57,34,6,94.43,-0.47
CIVIL20223347,Veer Bhalla,CIVIL,3,C,52.54,78.94,11.17,18,5,88.83,-0.01
CSE20223348,Umang Nanda,CSE,4,A,64.06,68.33,10.66,28,5,89.34,-3.78
CIVIL20213349,Leena Sankaran,CIVIL,5,B,55.48,76.42,10.08,21,6,89.92,4.66
CIVIL20213350,Hemangini Chacko,CIVIL,6,B,72.8,82.29,11.99,15,5,88.01,-1.22
MECH20223351,Anusha Pillai,MECH,4,A,56.72,75.53,11.73,22,6,88.27,4.4
IT20233352,Naksh Chhabra,IT,1,C,66.57,77.62,10.52,20,5,89.48,1.07
IT20223353,Advika Bava,IT,4,A,39.86,45.44,12.97,49,6,87.03,1.11
ECE20203354,Thomas Thakkar,ECE,8,C,81.28,94.82,2.7,4,5,97.3,-3.71
CIVIL20203355,Nathan Narasimhan,CIVIL,8,A,67.7,60.08,11.29,35,5,88.71,0.73
IT20203356,Gaurangi Suri,IT,8,A,66.06,75.04,14.19,22,5,85.81,-3.81
MECH20213357,Omkaar Nayak,MECH,5,C,59.41,71.67,9.19,25,6,90.81,-0.04
MECH20213358,Chaitanya Master,MECH,6,B,59.49,67.14,14.24,29,5,85.76,2.08
ECE20233359,Chanakya Srinivasan,ECE,2,A,55.53,71.34,7.27,25,6,92.73,1.25
IT20233360,Warhi Karnik,IT,1,B,63.24,61.15,8.98,34,5,91.02,0.81
MECH20203361,Dayita Issac,MECH,7,C,69.71,68.21,7.12,28,6,92.88,4.13
CSE20223362,Indali Varghese,CSE,3,A,77.46,92.52,4.5,6,5,95.5,4.63
MECH20233363,Eesha Dhingra,MECH,1,C,37.86,35.0,7.15,58,6,92.85,0.1
IT20213364,Bakhshi Soni,IT,6,A,93.06,99.91,5.91,0,6,94.09,-1.36
MECH20223365,Daksh Chaudhry,MECH,3,A,69.52,84.19,11.32,14,6,88.68,-1.44
ECE20223366,Raagini Andra,ECE,4,C,48.0,31.25,16.2,61,6,83.8,1.44
CIVIL20223367,Yadavi Chhabra,CIVIL,4,B,49.61,38.36,8.51,55,6,91.49,2.96
CSE20223368,Krisha Bala,CSE,3,C,54.75,85.73,7.06,12,6,92.94,-2.37
MECH20203369,Ekaja Chhabra,MECH,7,C,79.25,80.91,21.44,17,6,78.56,2.89
CIVIL20233370,Advika Sachar,CIVIL,1,A,93.86,86.61,5.45,12,6,94.55,-4.84
ECE20233371,Indali Mangat,ECE,2,B,60.73,77.12,11.33,20,6,88.67,-4.52
IT20233372,Jairaj Halder,IT,1,A,68.74,77.64,9.4,20,5,90.6,-1.58
ECE20223373,Balvan Bhakta,ECE,3,C,53.27,83.08,13.25,15,6,86.75,4.25
IT20233374,Jeet Kalla,IT,1,C,52.64,70.69,13.76,26,6,86.24,-1.44
IT20213375,Farhan Sharaf,IT,5,B,86.05,87.88,3.14,10,6,96.86,-2.07
CSE20233376,Anusha Ray,CSE,2,A,73.68,81.34,14.21,16,5,85.79,2.14
IT20223377,Arunima Baral,IT,3,A,70.31,80.94,13.98,17,5,86.02,-3.83
ECE20223378,Qadim Rout,ECE,3,B,66.83,62.85,6.35,33,5,93.65,4.9
ECE20203379,Kalpit Prabhu,ECE,7,B,84.48,95.91,3.18,3,6,96.82,3.35
IT20233380,Gaurika Kibe,IT,2,A,72.19,72.57,14.41,24,6,85.59,3.26
IT20233381,Luke Bhandari,IT,1,A,34.49,39.27,3.34,54,5,96.66,-3.09
IT20203382,Panini Kulkarni,IT,8,C,94.08,88.45,3.24,10,6,96.76,4.69
IT20213383,Nidhi Minhas,IT,5,A,80.15,87.17,3.89,11,5,96.11,-1.02
MECH20203384,Balveer Sachar,MECH,7,C,91.52,93.72,8.46,5,5,91.54,-4.05
CIVIL20223385,Hitesh Oommen,CIVIL,3,C,92.83,90.53,3.2,8,6,96.8,-4.95
MECH20223386,Michael Bhavsar,MECH,4,B,68.08,81.0,9.48,17,5,90.52,2.21
IT20233387,Adweta Anne,IT,2,A,34.49,92.8,7.49,6,6,92.51,-1.57
CIVIL20233388,Upasna Raju,CIVIL,1,B,88.18,98.98,6.57,0,5,93.43,-2.83
MECH20233389,Pranav Bajaj,MECH,1,C,27.33,37.7,13.92,56,5,86.08,-4.55
ECE20213390,Brijesh Bhatt,ECE,5,B,32.21,71.04,21.04,26,6,78.96,2.41
ECE20223391,Pranit Bose,ECE,3,A,67.62,84.01,5.81,14,5,94.19,1.84
CIVIL20223392,Ayaan Nazareth,CIVIL,4,B,32.46,30.14,11.71,62,5,88.29,-3.04
CSE20233393,Upkaar Divan,CSE,2,B,86.78,91.97,7.96,7,6,92.04,3.56
IT20223394,Januja Sani,IT,3,C,37.86,33.79,12.82,59,6,87.18,-0.76
IT20213395,Sai Grover,IT,6,C,72.51,84.09,13.43,14,5,86.57,2.88
CSE20233396,Chavvi Om,CSE,2,B,87.41,91.64,6.57,7,5,93.43,-1.15
CIVIL20223397,Vaishnavi Bala,CIVIL,3,A,69.14,72.84,14.45,24,6,85.55,1.78
CSE20213398,Abeer Shukla,CSE,5,A,29.96,41.97,7.59,52,5,92.41,1.29
IT20223399,Caleb Sachdev,IT,4,C,75.6,91.29,2.01,7,6,97.99,3.58
ECE20203400,Reyansh Ganesan,ECE,8,A,58.97,89.22,6.11,9,6,93.89,4.68
CSE20203401,Nitara Joshi,CSE,7,C,91.79,97.72,5.27,2,5,94.73,3.18
CSE20223402,Upadhriti Koshy,CSE,4,A,64.39,67.72,14.07,29,6,85.93,-0.12
ECE20213403,Hardik Butala,ECE,5,C,72.74,76.91,8.97,20,6,91.03,0.22
MECH20203404,Agastya Bajaj,MECH,7,B,95.4,89.87,4.29,9,6,95.71,-0.78
MECH20213405,Lakshmi Bhatt,MECH,6,B,20.11,39.76,10.59,54,6,89.41,0.97
CSE20233406,Rishi Malhotra,CSE,2,B,91.67,86.95,3.33,11,6,96.67,0.95
MECH20223407,Nirja Bhardwaj,MECH,4,A,51.86,67.91,7.0,28,6,93.0,1.84
IT20213408,Imaran Dube,IT,6,B,53.37,60.13,13.85,35,6,86.15,-2.35
IT20233409,Dayamai Soman,IT,1,C,44.7,53.01,3.25,42,5,96.75,-4.16
ECE20203410,Alexander Kulkarni,ECE,7,C,53.81,68.34,8.49,28,5,91.51,4.98
ECE20233411,Keya Swaminathan,ECE,1,A,62.29,87.13,13.73,11,5,86.27,3.35
IT20223412,Geetika Rana,IT,4,A,23.19,63.04,14.57,33,6,85.43,-1.89
CSE20213413,Rajeshri Sharaf,CSE,5,A,55.87,74.13,14.4,23,6,85.6,2.91
MECH20213414,Mugdha Deo,MECH,5,C,68.6,87.6,8.78,11,5,91.22,-0.3
IT20203415,Jeremiah Bakshi,IT,8,C,56.78,62.32,10.01,33,5,89.99,-3.7
CSE20213416,Reyansh Mallick,CSE,6,A,24.84,44.13,16.84,50,6,83.16,0.72
IT20213417,Chakradhar Bedi,IT,5,A,63.73,86.04,8.8,12,5,91.2,0.92
IT20223418,Madhav Malhotra,IT,3,A,21.15,39.1,18.14,54,6,81.86,-1.49
MECH20233419,Joshua Mohan,MECH,2,B,76.42,85.72,4.93,12,6,95.07,-1.43
CIVIL20233420,Advika Devan,CIVIL,2,C,57.85,78.74,5.84,19,5,94.16,0.54
CIVIL20203421,Aishani Bir,CIVIL,8,B,39.14,37.07,6.43,56,6,93.57,4.8
ECE20233422,Tanish Oommen,ECE,2,B,50.89,78.56,11.57,19,6,88.43,-0.88
CSE20223423,Benjamin Gola,CSE,4,C,71.6,64.34,10.81,32,5,89.19,-0.83
IT20213424,Arjun Rajagopalan,IT,6,B,84.64,97.6,4.48,2,5,95.52,-1.68
MECH20233425,Advik Lanka,MECH,2,B,53.26,72.87,14.51,24,6,85.49,-2.48
CIVIL20223426,Harish Chatterjee,CIVIL,4,A,56.12,80.3,12.02,17,6,87.98,-1.58
MECH20213427,Wishi Andra,MECH,5,C,52.04,72.96,6.09,24,5,93.91,-4.81
CIVIL20203428,Zarna Goyal,CIVIL,8,A,88.28,85.03,6.67,13,6,93.33,-3.56
